url_name,ticker_symbol,timestamp
TPS SCANNER_hh,ASTS,2025-06-30_03-11-55
TPS SCANNER_hh,BTSG,2025-06-30_03-11-55
TPS SCANNER_hh,BYRN,2025-06-30_03-11-55
TPS SCANNER_hh,CAR,2025-06-30_03-11-55
TPS SCANNER_hh,CBRL,2025-06-30_03-11-55
TPS SCANNER_hh,CRK,2025-06-30_03-11-55
TPS SCANNER_hh,GOLF,2025-06-30_03-11-55
TPS SCANNER_hh,INVA,2025-06-30_03-11-55
TPS SCANNER_hh,JBGS,2025-06-30_03-11-55
TPS SCANNER_hh,LITE,2025-06-30_03-11-55
TPS SCANNER_hh,MIRM,2025-06-30_03-11-55
TPS SCANNER_hh,ODD,2025-06-30_03-11-55
TPS SCANNER_hh,SPRY,2025-06-30_03-11-55
TPS SCANNER_hh,TRUP,2025-06-30_03-11-55
TPS SCANNER_hh,TSSI,2025-06-30_03-11-55
TPS SCANNER_hh,URBN,2025-06-30_03-11-55
